Lat,Long
45.817473,-129.758378
45.817632,-129.758925
45.817802,-129.759363
45.818208,-129.759447
45.818673,-129.759443
45.819062,-129.759527
45.819472,-129.759313
45.819877,-129.759487
45.820273,-129.759477
45.820658,-129.759533
45.821047,-129.759528
45.821457,-129.759553
45.821807,-129.759505
45.822175,-129.759515
45.822562,-129.759545
45.822972,-129.759523
45.823447,-129.759443
45.823837,-129.759557
45.824010,-129.759522
45.824158,-129.759554
45.816716,-129.754096
45.816948,-129.754038
45.817033,-129.754442
45.817332,-129.755235
45.817643,-129.756098
45.817973,-129.756610
45.818253,-129.757275
45.818528,-129.757882
45.818953,-129.757677
45.819498,-129.757880
45.820018,-129.757945
45.820445,-129.757998
45.820895,-129.758015
45.821347,-129.758040
45.821750,-129.758048
45.822217,-129.758092
45.822642,-129.758115
45.823082,-129.758098
45.823518,-129.758138
45.823972,-129.758208
45.824432,-129.758238
45.824863,-129.758238
45.825367,-129.758248
45.825783,-129.758315
45.826200,-129.758322
45.826705,-129.758338
45.827120,-129.758388
45.827583,-129.758358
45.828002,-129.758685
45.828450,-129.758873
45.828868,-129.759388
45.829387,-129.759512
45.829505,-129.759588
45.829659,-129.759402
45.829653,-129.759309
45.820176,-129.736709
45.820189,-129.736708
45.820455,-129.743155
45.820222,-129.743090
45.820207,-129.743108
45.820185,-129.743114
45.820162,-129.743095
45.820140,-129.743059
45.820125,-129.743006
45.820108,-129.742959
45.820101,-129.742945
45.820099,-129.742938
45.820012,-129.742693
45.820040,-129.742475
45.820053,-129.742262
45.820058,-129.742128
45.820065,-129.741995
45.820045,-129.741827
45.820093,-129.741597
45.820102,-129.741450
45.820095,-129.741243
45.820107,-129.741068
45.820078,-129.740833
45.820102,-129.740682
45.820107,-129.740488
45.820118,-129.740337
45.820125,-129.740147
45.820122,-129.739970
45.820128,-129.739718
45.820123,-129.739527
45.820113,-129.739278
45.820138,-129.739050
45.820157,-129.738785
45.820153,-129.738452
45.820167,-129.738133
45.820158,-129.737952
45.820153,-129.737717
45.820188,-129.737568
45.820163,-129.737283
45.820193,-129.736589
45.820152,-129.736436
45.820191,-129.736415
45.820455,-129.743155
45.820342,-129.743106
45.820263,-129.743400
45.820210,-129.743627
45.820130,-129.743818
45.819959,-129.744097
45.819839,-129.744305
45.819702,-129.744556
45.819563,-129.744798
45.819456,-129.745009
45.819388,-129.745245
45.819297,-129.745507
45.819208,-129.745760
45.819151,-129.745941
45.819051,-129.746232
45.818977,-129.746489
45.818913,-129.746671
45.818843,-129.746882
45.818751,-129.747076
45.818700,-129.747206
45.818659,-129.747362
45.818608,-129.747551
45.818519,-129.747750
45.818432,-129.747992
45.818328,-129.748184
45.818257,-129.748372
45.818253,-129.748438
45.818272,-129.748451
45.818273,-129.748451
45.818247,-129.748434
45.818205,-129.748514
45.818148,-129.748667
45.818073,-129.748852
45.818009,-129.749032
45.817967,-129.749173
45.817923,-129.749307
45.817858,-129.749528
45.817781,-129.749691
45.817695,-129.749895
45.817605,-129.750095
45.817529,-129.750307
45.817426,-129.750630
45.817307,-129.750882
45.817155,-129.751155
45.817042,-129.751438
45.816941,-129.751680
45.816848,-129.751923
45.816805,-129.752059
45.816725,-129.752265
45.816628,-129.752528
45.816601,-129.752627
45.816593,-129.752697
45.816593,-129.753022
45.816595,-129.753036
45.816747,-129.753853
45.816700,-129.754029
45.816716,-129.754096
45.933738,-130.013899
45.933732,-130.013689
45.933738,-130.013899
45.933789,-130.014079
45.933789,-130.014079
45.933782,-130.014094
45.933738,-130.013899
45.933707,-130.013850
45.933703,-130.013838
45.933704,-130.013830
45.933728,-130.013797
45.933788,-130.013574
45.933839,-130.013383
45.933803,-130.012967
45.933800,-130.012723
45.933788,-130.012497
45.933797,-130.012355
45.933783,-130.012112
45.933775,-130.011917
45.933772,-130.011725
45.933777,-130.011568
45.933773,-130.011420
45.933772,-130.011262
45.933770,-130.011098
45.933772,-130.010943
45.933757,-130.010828
45.933768,-130.010637
45.933755,-130.010598
45.933713,-130.010462
45.933747,-130.010333
45.933762,-130.010250
45.933743,-130.010087
45.933757,-130.009987
45.933742,-130.009873
45.933733,-130.009768
45.933722,-130.009638
45.933733,-130.009498
45.933723,-130.009402
45.933722,-130.009265
45.933733,-130.009128
45.933752,-130.009023
45.933738,-130.008887
45.933730,-130.008750
45.933725,-130.008632
45.933717,-130.008482
45.933728,-130.008393
45.933718,-130.008252
45.933733,-130.008147
45.933738,-130.008038
45.933737,-130.007882
45.933737,-130.007767
45.933722,-130.007653
45.933707,-130.007538
45.933693,-130.007418
45.933677,-130.007297
45.933677,-130.007173
45.933678,-130.007052
45.933675,-130.006927
45.933672,-130.006803
45.933665,-130.006672
45.933663,-130.006533
45.933672,-130.006402
45.933678,-130.006283
45.933688,-130.006187
45.933683,-130.006062
45.933697,-130.005978
45.933683,-130.005858
45.933670,-130.005753
45.933663,-130.005633
45.933653,-130.005517
45.933648,-130.005393
45.933643,-130.005255
45.933643,-130.005138
45.933653,-130.005022
45.933652,-130.004863
45.933662,-130.004773
45.933657,-130.004622
45.933658,-130.004508
45.933652,-130.004358
45.933652,-130.004232
45.933652,-130.004112
45.933643,-130.003943
45.933642,-130.003818
45.933642,-130.003692
45.933633,-130.003558
45.933622,-130.003418
45.933622,-130.003278
45.933623,-130.003153
45.933635,-130.003022
45.933643,-130.002882
45.933652,-130.002735
45.933662,-130.002605
45.933678,-130.002477
45.933648,-130.002388
45.933625,-130.002278
45.933623,-130.002160
45.933608,-130.002007
45.933623,-130.001887
45.933632,-130.001763
45.933627,-130.001620
45.933632,-130.001485
45.933632,-130.001368
45.933623,-130.001218
45.933622,-130.001087
45.933627,-130.000963
45.933627,-130.000845
45.933618,-130.000700
45.933603,-130.000535
45.933607,-130.000410
45.933598,-130.000263
45.933590,-130.000128
45.933588,-129.999992
45.933583,-129.999843
45.933577,-129.999703
45.933578,-129.999563
45.933573,-129.999402
45.933582,-129.999367
45.933585,-129.999283
45.933548,-129.999264
45.933548,-129.999264
45.933555,-129.999235
45.933935,-130.013313
45.933744,-130.013588
45.933729,-130.013605
45.933670,-130.013638
45.933651,-130.013653
45.933640,-130.013650
45.933633,-130.013648
45.933643,-130.013636
45.954922,-130.008879
45.954851,-130.008838
45.954922,-130.008879
45.954686,-130.008964
45.954922,-130.008879
45.954785,-130.009127
45.954922,-130.008879
45.954850,-130.008772
45.954686,-130.008964
45.954683,-130.008979
45.954922,-130.008879
45.954829,-130.009240
45.939688,-129.973784
45.939671,-129.973776
45.939830,-129.974176
45.939688,-129.973784
45.939830,-129.974176
45.939821,-129.974267
45.939735,-129.974457
45.939693,-129.974562
45.939632,-129.974652
45.939587,-129.974732
45.939542,-129.974802
45.939497,-129.974883
45.939465,-129.974933
45.939430,-129.974975
45.939393,-129.975022
45.939350,-129.975105
45.939300,-129.975158
45.939248,-129.975252
45.939207,-129.975342
45.939152,-129.975442
45.939087,-129.975537
45.939033,-129.975627
45.938963,-129.975713
45.938897,-129.975800
45.938843,-129.975872
45.938788,-129.975950
45.938737,-129.976043
45.938688,-129.976122
45.938642,-129.976188
45.938593,-129.976258
45.938537,-129.976338
45.938488,-129.976398
45.938437,-129.976468
45.938392,-129.976528
45.938333,-129.976582
45.938272,-129.976638
45.938207,-129.976705
45.938148,-129.976787
45.938092,-129.976857
45.938023,-129.976913
45.937982,-129.976970
45.937932,-129.977042
45.937902,-129.977092
45.937862,-129.977158
45.937797,-129.977243
45.937708,-129.977333
45.937628,-129.977413
45.937568,-129.977477
45.937488,-129.977562
45.937417,-129.977645
45.937343,-129.977740
45.937272,-129.977828
45.937207,-129.977892
45.937142,-129.977943
45.937083,-129.977987
45.937038,-129.978013
45.936980,-129.978060
45.936918,-129.978105
45.936862,-129.978142
45.936792,-129.978183
45.936705,-129.978233
45.936627,-129.978278
45.936567,-129.978327
45.936508,-129.978357
45.936438,-129.978417
45.936343,-129.978488
45.936252,-129.978521
45.936042,-129.978564
45.936059,-129.978552
45.939830,-129.974176
45.939888,-129.974113
45.936059,-129.978552
45.936070,-129.978545
45.939830,-129.974176
45.939962,-129.974303
45.940038,-129.974347
45.940143,-129.974422
45.940237,-129.974487
45.940332,-129.974550
45.940447,-129.974602
45.940545,-129.974638
45.940647,-129.974678
45.940760,-129.974717
45.940862,-129.974733
45.940967,-129.974757
45.941080,-129.974782
45.941187,-129.974812
45.941292,-129.974832
45.941407,-129.974833
45.941523,-129.974833
45.941642,-129.974853
45.941742,-129.974863
45.941852,-129.974865
45.941948,-129.974875
45.942042,-129.974903
45.942157,-129.974905
45.942258,-129.974940
45.942355,-129.974943
45.942468,-129.974973
45.942577,-129.975022
45.942692,-129.975062
45.942808,-129.975097
45.942912,-129.975142
45.943030,-129.975178
45.943137,-129.975222
45.943252,-129.975268
45.943373,-129.975322
45.943563,-129.975397
45.943650,-129.975450
45.943767,-129.975520
45.943868,-129.975563
45.943917,-129.975560
45.943983,-129.975607
45.944087,-129.975657
45.944197,-129.975707
45.944298,-129.975738
45.944400,-129.975793
45.944522,-129.975862
45.944622,-129.975905
45.944718,-129.975957
45.944823,-129.976030
45.944940,-129.976102
45.945057,-129.976177
45.945242,-129.976265
45.945343,-129.976323
45.945445,-129.976388
45.945568,-129.976455
45.945673,-129.976513
45.945798,-129.976578
45.945867,-129.976635
45.945972,-129.976702
45.946095,-129.976753
45.946255,-129.976850
45.946323,-129.976907
45.946367,-129.976925
45.946372,-129.976912
45.946472,-129.976958
45.946587,-129.977027
45.946705,-129.977117
45.946813,-129.977207
45.946927,-129.977268
45.947037,-129.977330
45.947118,-129.977383
45.947188,-129.977420
45.947282,-129.977460
45.947363,-129.977502
45.947467,-129.977533
45.947558,-129.977567
45.947648,-129.977603
45.947715,-129.977658
45.947792,-129.977700
45.947863,-129.977732
45.947953,-129.977778
45.948048,-129.977833
45.948143,-129.977878
45.948248,-129.977947
45.948348,-129.978038
45.948305,-129.978010
45.948288,-129.977952
45.948408,-129.978067
45.948493,-129.978165
45.948583,-129.978237
45.948638,-129.978337
45.948698,-129.978388
45.948807,-129.978492
45.948913,-129.978630
45.949013,-129.978727
45.949107,-129.978873
45.949215,-129.979050
45.949322,-129.979202
45.949385,-129.979338
45.949443,-129.979482
45.949542,-129.979697
45.949572,-129.979734
45.949593,-129.979718
45.949593,-129.979718
45.949577,-129.979700
45.939830,-129.974176
45.939833,-129.974129
45.926280,-129.978911
45.926362,-129.979210
45.926280,-129.978911
45.926270,-129.979056
45.926280,-129.978911
45.926295,-129.978996
45.925841,-129.977609
45.925710,-129.978026
45.925841,-129.977609
45.925790,-129.977499
45.925710,-129.978026
45.925720,-129.978031
45.925841,-129.977609
45.925795,-129.977581
45.954683,-130.008979
45.954680,-130.008992
45.939671,-129.973776
45.939669,-129.973789
45.941273,-129.969737
45.941382,-129.969998
45.941380,-129.970063
45.941385,-129.970102
45.941392,-129.970185
45.941395,-129.970292
45.941388,-129.970367
45.941393,-129.970423
45.941398,-129.970512
45.941388,-129.970588
45.941398,-129.970610
45.941398,-129.970705
45.941397,-129.970767
45.941408,-129.970872
45.941408,-129.970912
45.941407,-129.971005
45.941408,-129.971045
45.941413,-129.971142
45.941423,-129.971230
45.941433,-129.971308
45.941435,-129.971388
45.941443,-129.971443
45.941442,-129.971525
45.941437,-129.971565
45.941442,-129.971652
45.941440,-129.971713
45.941455,-129.971820
45.941465,-129.971927
45.941460,-129.971980
45.941485,-129.972000
45.941493,-129.972077
45.941497,-129.972153
45.941517,-129.972232
45.941517,-129.972308
45.941520,-129.972380
45.941535,-129.972450
45.941550,-129.972547
45.941568,-129.972630
45.941592,-129.972735
45.941602,-129.972827
45.941617,-129.972933
45.941627,-129.973083
45.941602,-129.973203
45.941598,-129.973263
45.941578,-129.973325
45.941535,-129.973388
45.941542,-129.973393
45.941495,-129.973498
45.941450,-129.973598
45.941385,-129.973633
45.941338,-129.973662
45.941307,-129.973683
45.941250,-129.973713
45.941217,-129.973768
45.941168,-129.973797
45.941118,-129.973825
45.941073,-129.973868
45.940993,-129.973937
45.940887,-129.974005
45.940735,-129.974123
45.940428,-129.974248
45.940062,-129.974407
45.939973,-129.974432
45.939858,-129.974322
45.939833,-129.974195
45.939830,-129.974176
45.941273,-129.969737
45.941443,-129.969980
45.941447,-129.970052
45.941493,-129.970213
45.941522,-129.970387
45.941573,-129.970472
45.941582,-129.970640
45.941563,-129.970803
45.941595,-129.970937
45.941627,-129.971093
45.941657,-129.971247
45.941688,-129.971397
45.941713,-129.971513
45.941733,-129.971657
45.941748,-129.971808
45.941798,-129.971943
45.941832,-129.972077
45.941880,-129.972202
45.941912,-129.972352
45.941942,-129.972527
45.941970,-129.972657
45.941998,-129.972723
45.942023,-129.972852
45.942068,-129.972993
45.942138,-129.973153
45.942163,-129.973293
45.942208,-129.973447
45.942253,-129.973608
45.942285,-129.973678
45.942362,-129.973887
45.942387,-129.974033
45.942423,-129.974185
45.942458,-129.974333
45.942513,-129.974485
45.942570,-129.974637
45.942645,-129.974807
45.942707,-129.974963
45.942772,-129.975132
45.942787,-129.975197
45.942783,-129.975108
45.942792,-129.975197
45.942857,-129.975335
45.942890,-129.975492
45.942937,-129.975660
45.942985,-129.975822
45.943053,-129.975977
45.943113,-129.976130
45.943183,-129.976308
45.943237,-129.976473
45.943307,-129.976617
45.943358,-129.976765
45.943362,-129.976903
45.943363,-129.977063
45.943333,-129.977207
45.943327,-129.977377
45.943310,-129.977553
45.943300,-129.977722
45.943272,-129.977858
45.943243,-129.977998
45.943212,-129.978158
45.943195,-129.978330
45.943163,-129.978523
45.943157,-129.978663
45.943113,-129.978792
45.943095,-129.978952
45.943038,-129.979107
45.943010,-129.979257
45.942987,-129.979407
45.942972,-129.979547
45.942965,-129.979705
45.942922,-129.979847
45.942900,-129.979990
45.942888,-129.980127
45.942872,-129.980262
45.942855,-129.980412
45.942828,-129.980573
45.942798,-129.980715
45.942763,-129.980853
45.942733,-129.980992
45.942700,-129.981112
45.942700,-129.981245
45.942697,-129.981400
45.942682,-129.981548
45.942657,-129.981677
45.942633,-129.981820
45.942595,-129.981978
45.942588,-129.982163
45.942550,-129.982307
45.942513,-129.982487
45.942472,-129.982662
45.942442,-129.982857
45.942388,-129.983042
45.942337,-129.983242
45.942313,-129.983468
45.942293,-129.983672
45.942233,-129.983908
45.942135,-129.984047
45.942107,-129.984070
45.942103,-129.984058
45.942143,-129.984045
45.942173,-129.984058
45.942137,-129.984113
45.942118,-129.984147
45.942078,-129.984227
45.941998,-129.984377
45.941928,-129.984463
45.941850,-129.984602
45.941772,-129.984747
45.941713,-129.984863
45.941628,-129.984973
45.941558,-129.985100
45.941467,-129.985218
45.941368,-129.985352
45.941277,-129.985500
45.941193,-129.985617
45.941102,-129.985748
45.941013,-129.985878
45.940908,-129.986013
45.940825,-129.986178
45.940747,-129.986262
45.940678,-129.986430
45.940597,-129.986538
45.940520,-129.986672
45.940448,-129.986820
45.940362,-129.986942
45.940327,-129.987030
45.940307,-129.987125
45.940238,-129.987228
45.940193,-129.987337
45.940143,-129.987487
45.940115,-129.987655
45.940058,-129.987755
45.940015,-129.987925
45.939973,-129.988048
45.939907,-129.988178
45.939858,-129.988333
45.939808,-129.988453
45.939773,-129.988602
45.939720,-129.988752
45.939657,-129.988900
45.939615,-129.989048
45.939557,-129.989195
